"PID","cond","antiest","ampride","trustgov","demsatis","radchange","distrust","discontent","top_value_char","response","exclude","val_1","val_2","val_3","val_4","val_5","antiest_1","antiest_2","antiest_3","antiest_4R","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","GENDER","AGE","RACETHNICITY","EDUC5","INCOME","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","STATE","RELIG","EMPLOY","REGION4","REGION9","STARTDT"
3343,"kept",6,4,1,6,5,7,6,"Equality of Opportunity","Workers, men and women are becoming more equal in the workplace. Pay and opportunity are more balanced. The minimum wage has increased, allowing people to pay their costs of living.",0,"Individual Freedom","Equality of Opportunity","The American Dream","The Goodness of Humanity","Directness and Assertiveness",7,6,6,5,"vote","harris",NA,1,1,3,"female",56,"white/non-hisp","some coll","$100,000 to $124,999","demsatis","ampride","radchange","antiest","trustgov","CO",2,1,4,8,"11/21/2024 11:50"
3346,"kept",6.5,2,2,1,7,6,6.5,"Equal rights","The us is providing more equality in some aspects of gender but mostly is not living up to its promise. There is much discrimination and sexism.",0,"Equal rights","Freedom of speech","Freedom from religion","Social mobility","Equal representation",7,7,6,6,"vote","harris",NA,1,1,1,"male",38,"hisp","masters","$100,000 to $124,999","antiest","demsatis","radchange","trustgov","ampride","TX",9,1,3,7,"11/19/2024 21:39"
3355,"kept",6.75,4,2,2,6,6,6.25,"Freedom of Speech","It's not. The media is biased and people cannot freely express themselves.people are encouraged to hate people based on differences of opinions.",0,"Freedom of Speech","Freedom of Religion","Freedom from government","Right to bear arms","Free commerce",6,7,7,7,"vote","trump",NA,6,5,3,"female",46,"white/non-hisp","some coll","$40,000 to $49,999","trustgov","demsatis","ampride","radchange","antiest","MO",1,1,2,4,"11/19/2024 17:42"
3363,"kept",3.75,3,4,6,5,4,4.25,"US Contitution","To a large extent; however, partisan bickering prevents passage of several desirable legislations, often wasting time on things not affecting people directly",0,"Freedom","Liberty","Democracy","Rule of Law","US Contitution",2,5,5,3,"vote","harris",NA,3,2,3,"male",78,"asian/non-hisp","masters","$150,000 to $174,999","antiest","demsatis","radchange","trustgov","ampride","TX",8,5,3,7,"11/20/2024 22:51"
3364,"kept",4,5,4,4,4,4,4,"Freedom","We have freedom to come and go 
To voice our opinions.
To vote
Freedom to make changes 
To worship any religion that you believe in",0,"Free speech","Justice","Privacy","Hard work","Freedom",4,4,4,4,"vote","trump",NA,6,5,3,"female",63,"white/non-hisp","HS","$50,000 to $59,999","ampride","demsatis","trustgov","antiest","radchange","GA",11,5,3,5,"11/19/2024 19:10"
3374,"kept",4.5,1,2,1,6,6,5.5,"Equality for all citizens","There remains deep divisions between populations. Racism and distrust of the other remains. Hate has become the new password.",0,"Freedom for all citizens","Equality for all citizens","Absence of malice","Caring for the least of us","Working together",6,3,4,5,"vote","harris",NA,1,1,1,"female",80,"white/non-hisp","masters","$60,000 to $74,999","ampride","radchange","trustgov","demsatis","antiest","WI",9,5,2,3,"11/19/2024 17:17"
3377,"brkn",4.75,3,3,4,4,5,4.58333333333333,"Freedom","Women are not able to make decisions about their own body.  That is the opposite of freedom.  It is barbaric.",0,"Freedom","Entrepreneurship","Independence","Opportunity","Refuge",5,5,4,5,"vote","harris",NA,2,1,1,"female",43,"hisp","some coll","$75,000 to $84,999","ampride","demsatis","antiest","trustgov","radchange","TX",11,1,3,7,"11/20/2024 6:46"
3385,"ctrl",5.5,4,5,2,4,3,4.16666666666667,"RIGHTS","Our rights describe what we are due by nature and country. The right to bear arms and protect ourselves and the freedom of speech to not be under a dictator",0,"SEPERATE GOVERNEENT","FREEDOM","SOVERN NATION","EQUAILTY","RIGHTS",6,6,6,4,"no vote",NA,NA,4,3,3,"female",38,"multi/non-hisp","some coll","$20,000 to $24,999","trustgov","radchange","ampride","antiest","demsatis","OK",10,5,3,7,"11/21/2024 10:06"
3387,"brkn",4.75,1,4,4,7,4,5.25,"Honesty","The way the law is now in the world. The one's placed in charge not the right one. Power struggle in the world don't exist.",0,"Honesty","Trust","Loyalty","Understanding","Faith",7,4,4,4,"no vote",NA,NA,4,3,5,"male",41,"hisp","less HS","$5,000 to $9,999","ampride","radchange","demsatis","antiest","trustgov","PA",11,6,1,2,"11/19/2024 18:03"
3388,"ctrl",5.75,5,4,3,7,4,5.58333333333333,"Liberty","My individual freedom. I am free to speak what’s on my mind.  Religion as I can worship who I want and when I want.",0,"Liberty","Equality","Justice","Democracy","Law",5,7,4,7,"vote","trump",NA,4,3,3,"female",55,"white/non-hisp","bachelors","$150,000 to $174,999","antiest","ampride","trustgov","demsatis","radchange","NJ",2,1,1,2,"11/20/2024 3:15"
3390,"brkn",4.75,4,4,4,6,4,4.91666666666667,"Integrity","The U.S. is not living up to its promise by electing people who do not exemplify what our country stands for, but rather exemplify what is best for them.  There doesn't seem to be much honor in our elected officials as there was in the past with our leaders.  It makes me sad to see what our nation has deteriorated to and become..  It's a sad day for our country, and I continue to pray that  we don't elect lying, cheating, people with such a lack of character, but then we just did.",0,"Integrity","Honor","Dedication to do the right thing","Possibility of achieving anything","determiniation",5,4,4,6,"vote","harris",NA,1,1,3,"female",72,"white/non-hisp","bachelors","$50,000 to $59,999","demsatis","antiest","radchange","trustgov","ampride","TX",1,5,3,7,"11/19/2024 18:44"
3401,"brkn",4.75,4,4,3,5,4,4.58333333333333,"Acceptance","In the USA is says that we are for each other and we are free here. In reality we are not because they are dividing it every day with more racism.",0,"Acceptance","Love","Stability","98","98",6,5,4,4,"vote","harris",NA,1,1,3,"female",33,"black/non-hisp","HS","$25,000 to $29,999","ampride","demsatis","trustgov","radchange","antiest","MO",1,1,2,4,"11/20/2024 0:40"
3403,"kept",5.25,3,3,4,3,5,4.41666666666667,"Democracy","The US holds regular elections where citizens can vote for their representatives. Americans have the right to express their opinions and gather peacefully.",0,"Individualism, personal freedom, responsibility","Equality","Liberty, free speech","Democracy","Opportunity",5,6,5,5,"vote","harris",NA,4,3,3,"female",54,"white/non-hisp","some coll","$125,000 to $149,999","radchange","ampride","demsatis","trustgov","antiest","NC",2,1,3,5,"11/24/2024 8:27"
3410,"ctrl",3.25,5,2,6,1,6,3.41666666666667,"NATION UNDER GOD","EACH PERSON CHOOSES HOW AND WHERE THEY WANT TO SEEK AND WORSHIP GOT. SOME PEOPLE DON'T EVEN BELIEVE IN GOD AND THATS THEIR RIGHT IN THIS LIFE.",0,"FREEDOM FOR ALL","NATION UNDER GOD","ALL ARE EQUAL","FREEDOM OF SPEACH","FREEDOM OF PRESS",4,3,2,4,"vote","trump",NA,5,4,4,"male",79,"white/non-hisp","some coll","$60,000 to $74,999","demsatis","radchange","antiest","trustgov","ampride","PA",2,5,1,2,"11/19/2024 18:40"
3421,"kept",4,5,4,2,6,4,4.66666666666667,"freedom","American vision of freedom is most embodied during each individuals daily drive to achieve their individual dreams and goals. In this country, there is nothing greater than exercising said freedom",0,"pursuit of happiness","freedom","individualism","equality","purpose",7,3,1,5,"no vote",NA,NA,1,1,1,"male",30,"hisp","bachelors","$30,000 to $34,999","ampride","antiest","trustgov","radchange","demsatis","GA",2,1,3,5,"11/23/2024 9:36"
3422,"kept",5.5,4,2,4,7,6,6.16666666666667,"Financially motivated","Won’t budge unless it has to do with money or oil. Can’t be a millionaire without having most of your money stolen by taxes. Greed for land and power through war.",0,"Independence","Multicultural","Financially motivated","Militant force","Land of innovation",6,6,6,4,"no vote",NA,NA,5,4,4,"male",31,"hisp","some coll","$40,000 to $49,999","radchange","trustgov","ampride","antiest","demsatis","IL",12,1,2,3,"11/29/2024 16:45"
3424,"kept",4,4,4,5,6,4,4.66666666666667,"Democracy","Elections are free, fair and power is freely transferred without foreign interference. 
Politicians should honor the will of the people.",0,"Freedom","Individuality","Independence","Free trade","Democracy",6,5,2,3,"vote","harris",NA,1,1,1,"male",42,"other/non-hisp","masters","$150,000 to $174,999","demsatis","trustgov","ampride","radchange","antiest","VA",9,5,3,5,"11/20/2024 21:45"
3425,"ctrl",4,4,5,4,4,3,3.66666666666667,"Freedom","The power or right to act. 
The power to speak. The power to act. The power to do what one wants to do without hindrance",0,"Freedom","Liberty","Equality","Encouragement","Idk",4,4,4,4,"no vote",NA,NA,4,3,3,"female",22,"white/non-hisp","HS","$50,000 to $59,999","ampride","trustgov","radchange","antiest","demsatis","GA",12,7,3,5,"11/24/2024 22:32"
3427,"ctrl",5.5,4,2,1,6,6,5.83333333333333,"Right to bare arms","The ability to have a firearm to protect My family andmyself from all threats foreign and domestic.",0,"Freedom of speech","Right to bare arms","Close the border","Improve the economy","Remove the corruption from the government",6,5,5,6,"no vote",NA,NA,5,4,5,"male",48,"white/non-hisp","HS","$5,000 to $9,999","radchange","antiest","trustgov","ampride","demsatis","PA",11,2,1,2,"11/20/2024 11:02"
3429,"brkn",5,5,5,5,4,3,4,"Rights","Freedom of choice, and the rights to choose what you want, and you're freedom to do so, that is your decision",0,"Freedom","Choice","Liberty","Rights","Value",5,6,5,4,"vote","trump",NA,7,5,3,"male",63,"hisp","some coll","$10,000 to $14,999","trustgov","radchange","ampride","demsatis","antiest","CA",12,5,4,9,"11/20/2024 9:45"
3431,"brkn",6.25,4,1,2,4,7,5.75,"Freedom of Religion","Christian values systematically barred from expression or being practised. Govt hostile to Chistians",0,"Freedom of Religion","Freedom of Speech","Freedom from Fear","Freedom from Persecution","Protection of Property",6,6,7,6,"vote","trump",NA,5,4,4,"male",72,"white/non-hisp","masters","$50,000 to $59,999","radchange","trustgov","antiest","demsatis","ampride","FL",12,5,3,5,"11/19/2024 22:35"
3436,"brkn",2.5,4,5,6,3,3,2.83333333333333,"Democracy","Political leaders that threaten retaliation to those in opposition. Leaders that attempt to circumvent the U S Constitution.",0,"Freedom","Diversity","Democracy","Equality","Indidualism",4,2,2,2,"vote","harris",NA,2,1,3,"male",76,"white/non-hisp","masters","$100,000 to $124,999","antiest","radchange","ampride","demsatis","trustgov","IL",2,5,2,3,"11/24/2024 13:17"
3439,"kept",5,1,2,1,6,6,5.66666666666667,"Equality of all people","It is not living up to this promise at all. We allow women, minorities, immigrants, refugees, criminals, the homeless, the disabled, and others to be disenfranchised",0,"Equality of all people","True democracy","Opportunity for a comfortable life","Freedom to speak and worship freely","A fair, equitable judicial system",7,7,3,3,"vote","harris",NA,1,1,2,"female",45,"white/non-hisp","masters","$85,000 to $99,999","ampride","demsatis","radchange","antiest","trustgov","MI",11,1,2,3,"11/19/2024 19:13"
3441,"kept",4.25,3,5,5,5,3,4.08333333333333,"Hardworking","It promises those who are hardworking that you can live the American Dream. You have to desicate time and effort to make it possible, sacrifices must be done.",0,"Loyalty","Honesty","Integrity","Hardworking","Dedication",4,5,6,2,"no vote",NA,NA,5,4,3,"male",34,"hisp","bachelors","$60,000 to $74,999","trustgov","radchange","antiest","ampride","demsatis","CA",2,1,4,9,"11/27/2024 14:37"
3451,"kept",6,4,3,6,2,5,4.33333333333333,"Freedoms in general","People do not like to think to but we do have plenty of freedoms here especially compared to other countries beyond lucky isn't enough to say it. We can do what ever we want there may be consequences but we can still do whatever we want as Americans",0,"Freedom of speech","Freedoms in general","Diversity","Economy","Guns/protection",7,6,5,6,"vote","trump",NA,5,4,4,"female",51,"multi/non-hisp","some coll","$75,000 to $84,999","antiest","demsatis","radchange","trustgov","ampride","CA",11,1,4,9,"11/21/2024 20:18"
3455,"brkn",6.25,5,2,1,6,6,6.08333333333333,"freedom","Our freedom of speech is constantly under scrutiny and we are being punished if we say how we feel.  We no longer have the right to voice our opinion if it is different from the government.",0,"truth","freedom","checks and balances","limited government","republicanism",5,7,6,7,"vote","trump",NA,5,4,4,"female",65,"white/non-hisp","some coll","$50,000 to $59,999","antiest","trustgov","radchange","demsatis","ampride","NJ",1,1,1,2,"11/20/2024 11:22"
3458,"ctrl",4,5,4,4,5,4,4.33333333333333,"Equality","Equality is recognizing at humans all have the same value. It's being treated fairly.Also it's a state of being where everyone has equal rights and opportunities",0,"Diversity","Individualism","Equality","Unity","Liberty",4,4,4,4,"no vote",NA,NA,4,3,2,"female",26,"black/non-hisp","HS","$20,000 to $24,999","radchange","trustgov","demsatis","antiest","ampride","TX",1,1,3,7,"11/19/2024 17:02"
3463,"ctrl",4.5,4,4,6,4,4,4.16666666666667,"freedom","Freedom is being able to choose how to live without worrying about going to jail or living in fear of harassment",0,"prosperity","opportunity","freedom","right to live how you want","peace",4,5,5,4,"vote","trump",NA,7,5,4,"female",42,"white/non-hisp","bachelors","$75,000 to $84,999","antiest","ampride","radchange","demsatis","trustgov","TX",12,7,3,7,"11/20/2024 22:28"
3477,"kept",5.25,4,4,4,5,4,4.75,"Freedom","Freedom should always be part of the United States.No one should be able to take your freedom regardless of any race.",0,"Freedom","Service","Equality","Compention","Invention",6,6,6,3,"vote","harris",NA,2,1,3,"female",46,"hisp","some coll","$100,000 to $124,999","ampride","trustgov","antiest","demsatis","radchange","CA",2,1,4,9,"11/19/2024 14:19"
3500,"kept",4,5,3,4,4,5,4.33333333333333,"Independence","By governing ourselves without any foreign influence and allowing it's citizens to pursue their goals and dreams.",0,"Freedom of Religion","Opportunity","Freedom of Speech","Justice","Independence",2,4,4,6,"vote","trump",NA,7,5,4,"male",62,"hisp","some coll","$85,000 to $99,999","ampride","radchange","demsatis","antiest","trustgov","CA",2,1,4,9,"11/20/2024 11:13"
3509,"ctrl",4.75,4,3,5,3,5,4.25,"liberty","Liberty emcompasses freedom in all formats: religion, choice, voting, representation, speech, the press, and information.",0,"life","liberty","pursuit of happiness","representation","freedom",2,5,7,5,"no vote",NA,NA,5,4,3,"male",50,"white/non-hisp","some coll","$60,000 to $74,999","radchange","antiest","demsatis","ampride","trustgov","TN",1,1,3,6,"11/25/2024 14:46"
3524,"brkn",4,5,7,7,4,1,3,"unity","The U.S. is ran by someone who don't care about the people.  The U.S. has no voice. The U.S. makes it own decisions.",0,"love","unity","helpful","universe","service",4,4,4,4,"vote","harris",NA,1,1,1,"female",50,"black/non-hisp","masters","$50,000 to $59,999","radchange","antiest","ampride","trustgov","demsatis","MS",12,1,3,6,"11/23/2024 8:23"
